0,-0.38886812,-4.526492,-4.5213313,-4.6855855,-4.6065984,-4.4948845,-4.625411,-4.489233,-4.5873656,-4.5461807,-4.61168,-4.6585197,-4.6348233,-4.650806,-4.64821,-4.585863,-4.594268,-4.546403,-4.583682,-4.588319,-4.593261,-4.490304,-4.6103845,-4.578571,-4.4443336,-4.6107693,-4.436876,-4.5332727,-4.555997,-4.500268,-4.4985747,-4.5875278
1,-0.39349315,-4.5168543,-4.5116143,-4.6760035,-4.5969105,-4.4849224,-4.615773,-4.479542,-4.577476,-4.5364194,-4.6018333,-4.6488266,-4.625373,-4.6413803,-4.638621,-4.5759754,-4.584796,-4.536823,-4.573982,-4.578599,-4.583756,-4.480619,-4.600636,-4.5687237,-4.4347606,-4.6011457,-4.4273105,-4.523517,-4.546287,-4.4906774,-4.48931,-4.5778193
2,-1.6879301,-3.6384177,-3.6013796,-3.755901,-3.6649837,-3.5796402,-3.6882465,-3.59523,-3.6589932,-3.632588,-3.6695187,-3.7195418,-3.681526,-3.7118974,-3.7105305,-3.6539495,-3.6645346,-3.6160986,-3.6598806,-3.6647024,-3.6488512,-3.5806005,-3.635354,-3.6551514,-3.525108,-3.6620204,-3.532792,-3.5976434,-3.6303768,-3.5822647,-3.5853949,-3.6298056
3,-0.40940443,-4.4854164,-4.4784746,-4.645977,-4.563535,-4.453135,-4.5839148,-4.449988,-4.5465083,-4.5019226,-4.56999,-4.615565,-4.593298,-4.610673,-4.605358,-4.543336,-4.551856,-4.5033765,-4.5402308,-4.545717,-4.552059,-4.446663,-4.566452,-4.5360503,-4.403387,-4.569737,-4.3937135,-4.4915395,-4.5142155,-4.459468,-4.4562974,-4.5500293
4,-0.40940443,-4.4854164,-4.4784746,-4.645977,-4.563535,-4.453135,-4.5839148,-4.449988,-4.5465083,-4.5019226,-4.56999,-4.615565,-4.593298,-4.610673,-4.605358,-4.543336,-4.551856,-4.5033765,-4.5402308,-4.545717,-4.552059,-4.446663,-4.566452,-4.5360503,-4.403387,-4.569737,-4.3937135,-4.4915395,-4.5142155,-4.459468,-4.4562974,-4.5500293
5,-0.40940443,-4.4854164,-4.4784746,-4.645977,-4.563535,-4.453135,-4.5839148,-4.449988,-4.5465083,-4.5019226,-4.56999,-4.615565,-4.593298,-4.610673,-4.605358,-4.543336,-4.551856,-4.5033765,-4.5402308,-4.545717,-4.552059,-4.446663,-4.566452,-4.5360503,-4.403387,-4.569737,-4.3937135,-4.4915395,-4.5142155,-4.459468,-4.4562974,-4.5500293
6,-0.6944781,-4.082432,-4.0806437,-4.2525144,-4.163597,-4.0528,-4.1775246,-4.051023,-4.1458826,-4.1001782,-4.1706653,-4.221042,-4.193398,-4.210626,-4.209129,-4.147647,-4.140842,-4.1117034,-4.1392345,-4.1553884,-4.1581335,-4.0518823,-4.165508,-4.1344094,-4.0064235,-4.166008,-3.998907,-4.095437,-4.1218653,-4.0538754,-4.058333,-4.1425586
7,-0.5868533,-4.2016377,-4.197572,-4.371995,-4.287447,-4.174493,-4.304767,-4.174784,-4.2636895,-4.221536,-4.2872424,-4.3398476,-4.311774,-4.3296947,-4.3282614,-4.2615666,-4.2704973,-4.2279553,-4.2523913,-4.267337,-4.273763,-4.169661,-4.286481,-4.2564898,-4.1315203,-4.2876596,-4.1147017,-4.2185326,-4.2360597,-4.1875176,-4.179487,-4.270707
8,-0.5868533,-4.2016377,-4.197572,-4.371995,-4.287447,-4.174493,-4.304767,-4.174784,-4.2636895,-4.221536,-4.2872424,-4.3398476,-4.311774,-4.3296947,-4.3282614,-4.2615666,-4.2704973,-4.2279553,-4.2523913,-4.267337,-4.273763,-4.169661,-4.286481,-4.2564898,-4.1315203,-4.2876596,-4.1147017,-4.2185326,-4.2360597,-4.1875176,-4.179487,-4.270707
9,-0.37247574,-4.56245,-4.5573235,-4.7204885,-4.64268,-4.5300417,-4.6611238,-4.524568,-4.6227336,-4.5825896,-4.6472573,-4.691884,-4.6702013,-4.6856737,-4.682919,-4.6212573,-4.630426,-4.5793295,-4.6181264,-4.623292,-4.627047,-4.5269985,-4.644488,-4.6157637,-4.479829,-4.6474276,-4.4746776,-4.5697536,-4.590382,-4.5376663,-4.532802,-4.620842
